"latitude","longitude","generationtime_ms","utc_offset_seconds","timezone","timezone_abbreviation","elevation","hourly_units__time","hourly_units__temperature_2m","hourly_units__relative_humidity_2m","hourly_units__windspeed_10m","hourly_units__windgusts_10m","hourly_units__pressure_msl","hourly_units__weathercode","hourly__time","hourly__temperature_2m","hourly__relative_humidity_2m","hourly__windspeed_10m","hourly__windgusts_10m","hourly__pressure_msl","hourly__weathercode"
"","","","","","","","","","","","","","","2024-06-30T18:00","26.4","93","16.2","28.8","1000.2","51"
"","","","","","","","","","","","","","","2024-06-30T19:00","25.9","95","13.7","26.6","999.6","51"
"","","","","","","","","","","","","","","2024-06-30T20:00","25.8","96","13.2","24.5","998.9","61"
"","","","","","","","","","","","","","","2024-06-30T21:00","25.8","97","11.6","22.3","998.1","63"
"","","","","","","","","","","","","","","2024-06-30T22:00","25.8","96","13.3","22.0","997.5","61"
"","","","","","","","","","","","","","","2024-06-30T23:00","25.8","95","13.8","23.0","997.3","61"
"","","","","","","","","","","","","","","2024-07-01T00:00","25.8","96","14.1","24.1","996.8","51"
"","","","","","","","","","","","","","","2024-07-01T01:00","26.5","93","12.7","21.2","998.1","51"
"","","","","","","","","","","","","","","2024-07-01T02:00","27.1","90","15.0","24.8","998.4","51"
"","","","","","","","","","","","","","","2024-07-01T03:00","27.6","88","15.2","28.4","998.7","51"
"","","","","","","","","","","","","","","2024-07-01T04:00","28.5","83","16.9","30.6","998.8","51"
"","","","","","","","","","","","","","","2024-07-01T05:00","28.4","84","16.3","31.3","999.1","53"
"","","","","","","","","","","","","","","2024-07-01T06:00","27.4","91","18.4","33.1","998.9","53"
"","","","","","","","","","","","","","","2024-07-01T07:00","27.5","91","15.1","31.0","997.9","61"
"","","","","","","","","","","","","","","2024-07-01T08:00","28.4","84","18.8","37.4","997.0","51"
"","","","","","","","","","","","","","","2024-07-01T09:00","27.3","90","23.9","41.0","996.4","63"
"","","","","","","","","","","","","","","2024-07-01T10:00","28.2","88","23.8","40.3","995.8","53"
"","","","","","","","","","","","","","","2024-07-01T11:00","28.2","86","20.6","40.0","995.9","51"
"","","","","","","","","","","","","","","2024-07-01T12:00","27.9","86","21.4","37.4","995.4","51"
"","","","","","","","","","","","","","","2024-07-01T13:00","27.1","94","18.8","37.4","995.4","61"
"","","","","","","","","","","","","","","2024-07-01T14:00","27.0","94","16.3","31.3","995.9","61"
"","","","","","","","","","","","","","","2024-07-01T15:00","26.9","94","17.7","29.9","996.7","61"
"","","","","","","","","","","","","","","2024-07-01T16:00","26.7","94","16.1","29.5","997.6","61"
"","","","","","","","","","","","","","","2024-07-01T17:00","26.6","94","15.6","26.6","998.0","53"
"","","","","","","","","","","","","","","2024-07-01T18:00","26.4","95","13.6","26.6","997.6","51"
"","","","","","","","","","","","","","","2024-07-01T19:00","26.2","95","12.8","22.3","997.1","51"
"","","","","","","","","","","","","","","2024-07-01T20:00","26.0","94","15.5","25.6","996.5","51"
"","","","","","","","","","","","","","","2024-07-01T21:00","25.8","92","14.5","25.6","995.8","3"
"","","","","","","","","","","","","","","2024-07-01T22:00","25.4","92","13.7","23.8","995.7","3"
"","","","","","","","","","","","","","","2024-07-01T23:00","25.5","91","16.4","26.6","996.0","3"
"","","","","","","","","","","","","","","2024-07-02T00:00","25.7","87","16.8","28.4","996.2","51"
"","","","","","","","","","","","","","","2024-07-02T01:00","25.8","91","16.6","28.1","996.6","61"
"","","","","","","","","","","","","","","2024-07-02T02:00","25.5","89","17.1","28.1","997.1","63"
"","","","","","","","","","","","","","","2024-07-02T03:00","26.3","87","19.0","32.0","997.9","63"
"","","","","","","","","","","","","","","2024-07-02T04:00","27.1","88","13.6","31.7","998.4","63"
"","","","","","","","","","","","","","","2024-07-02T05:00","27.3","90","18.8","32.4","998.4","63"
"","","","","","","","","","","","","","","2024-07-02T06:00","27.5","90","17.3","31.3","998.2","61"
"","","","","","","","","","","","","","","2024-07-02T07:00","28.2","87","14.3","34.9","997.8","55"
"","","","","","","","","","","","","","","2024-07-02T08:00","29.3","78","17.8","35.6","997.5","53"
"","","","","","","","","","","","","","","2024-07-02T09:00","29.0","86","11.7","34.9","996.7","61"
"","","","","","","","","","","","","","","2024-07-02T10:00","28.9","85","8.7","25.6","996.1","53"
"","","","","","","","","","","","","","","2024-07-02T11:00","29.4","82","10.9","24.8","995.8","55"
"","","","","","","","","","","","","","","2024-07-02T12:00","28.8","84","12.1","27.4","995.6","53"
"","","","","","","","","","","","","","","2024-07-02T13:00","27.3","93","13.8","23.0","996.1","63"
"","","","","","","","","","","","","","","2024-07-02T14:00","27.2","93","13.3","24.5","996.5","63"
"","","","","","","","","","","","","","","2024-07-02T15:00","26.9","94","12.2","23.8","997.0","61"
"","","","","","","","","","","","","","","2024-07-02T16:00","26.8","94","12.3","20.2","997.9","61"
"","","","","","","","","","","","","","","2024-07-02T17:00","26.7","94","12.6","21.2","998.8","61"
"","","","","","","","","","","","","","","2024-07-02T18:00","26.5","95","11.3","20.5","999.0","61"
"","","","","","","","","","","","","","","2024-07-02T19:00","26.5","95","8.1","18.7","998.6","61"
"","","","","","","","","","","","","","","2024-07-02T20:00","26.9","93","12.5","19.8","998.0","61"
"","","","","","","","","","","","","","","2024-07-02T21:00","26.7","93","12.6","20.9","997.6","63"
"","","","","","","","","","","","","","","2024-07-02T22:00","26.5","94","13.5","21.6","997.4","61"
"","","","","","","","","","","","","","","2024-07-02T23:00","26.4","94","13.2","22.7","997.4","51"
"","","","","","","","","","","","","","","2024-07-03T00:00","26.5","94","13.4","22.0","997.7","3"
"","","","","","","","","","","","","","","2024-07-03T01:00","26.9","94","10.7","24.8","997.9","61"
"","","","","","","","","","","","","","","2024-07-03T02:00","27.6","93","9.9","17.3","998.6","53"
"","","","","","","","","","","","","","","2024-07-03T03:00","28.7","87","11.8","21.2","998.8","3"
"","","","","","","","","","","","","","","2024-07-03T04:00","29.8","84","13.9","24.1","999.3","3"
"","","","","","","","","","","","","","","2024-07-03T05:00","30.7","79","15.8","29.5","999.4","51"
"","","","","","","","","","","","","","","2024-07-03T06:00","31.5","75","16.9","32.0","999.2","51"
"","","","","","","","","","","","","","","2024-07-03T07:00","33.0","69","17.6","33.5","998.8","51"
"","","","","","","","","","","","","","","2024-07-03T08:00","33.2","67","16.8","33.8","998.1","3"
"","","","","","","","","","","","","","","2024-07-03T09:00","33.5","63","18.2","35.3","997.4","3"
"","","","","","","","","","","","","","","2024-07-03T10:00","33.0","64","16.8","34.6","997.0","3"
"","","","","","","","","","","","","","","2024-07-03T11:00","31.6","73","10.1","32.8","997.1","61"
"","","","","","","","","","","","","","","2024-07-03T12:00","30.5","79","13.6","23.8","996.7","3"
"","","","","","","","","","","","","","","2024-07-03T13:00","31.9","74","5.8","19.1","997.1","3"
"","","","","","","","","","","","","","","2024-07-03T14:00","30.2","78","8.1","12.2","998.2","51"
"","","","","","","","","","","","","","","2024-07-03T15:00","29.7","82","9.7","15.5","998.8","3"
"","","","","","","","","","","","","","","2024-07-03T16:00","29.5","81","12.0","18.7","999.7","51"
"","","","","","","","","","","","","","","2024-07-03T17:00","29.2","81","12.8","20.9","1000.5","51"
"","","","","","","","","","","","","","","2024-07-03T18:00","28.8","82","12.4","20.9","1000.3","3"
"","","","","","","","","","","","","","","2024-07-03T19:00","28.5","84","11.8","19.8","1000.1","3"
"","","","","","","","","","","","","","","2024-07-03T20:00","28.2","86","10.5","19.1","999.6","3"
"","","","","","","","","","","","","","","2024-07-03T21:00","28.1","86","10.5","17.3","999.3","3"
"","","","","","","","","","","","","","","2024-07-03T22:00","27.7","89","11.2","18.0","999.4","3"
"","","","","","","","","","","","","","","2024-07-03T23:00","27.5","90","10.5","19.4","999.6","3"
"","","","","","","","","","","","","","","2024-07-04T00:00","27.5","90","9.4","16.9","1000.2","3"
"","","","","","","","","","","","","","","2024-07-04T01:00","27.5","91","8.9","15.8","1000.4","3"
"","","","","","","","","","","","","","","2024-07-04T02:00","28.4","87","11.8","20.5","1001.1","51"
"","","","","","","","","","","","","","","2024-07-04T03:00","28.9","84","11.8","23.0","1001.7","51"
"","","","","","","","","","","","","","","2024-07-04T04:00","30.2","78","12.5","25.2","1001.9","3"
"","","","","","","","","","","","","","","2024-07-04T05:00","31.2","72","10.8","24.8","1001.8","3"
"","","","","","","","","","","","","","","2024-07-04T06:00","32.2","67","10.9","23.8","1001.4","3"
"","","","","","","","","","","","","","","2024-07-04T07:00","32.8","64","11.2","23.8","1000.8","3"
"","","","","","","","","","","","","","","2024-07-04T08:00","33.3","62","11.7","24.8","1000.1","3"
"","","","","","","","","","","","","","","2024-07-04T09:00","32.6","64","13.2","25.2","999.4","51"
"","","","","","","","","","","","","","","2024-07-04T10:00","32.7","64","11.2","26.3","999.2","51"
"","","","","","","","","","","","","","","2024-07-04T11:00","31.8","68","12.7","23.0","999.2","51"
"","","","","","","","","","","","","","","2024-07-04T12:00","30.6","76","13.1","25.2","999.0","3"
"","","","","","","","","","","","","","","2024-07-04T13:00","30.5","77","11.4","22.7","998.7","3"
"","","","","","","","","","","","","","","2024-07-04T14:00","30.0","80","12.3","19.4","999.1","3"
"","","","","","","","","","","","","","","2024-07-04T15:00","29.5","81","13.7","22.3","999.7","3"
"","","","","","","","","","","","","","","2024-07-04T16:00","29.1","82","14.0","23.4","1000.6","3"
"","","","","","","","","","","","","","","2024-07-04T17:00","28.8","82","14.4","24.8","1000.5","3"
"","","","","","","","","","","","","","","2024-07-04T18:00","28.3","83","10.9","23.4","1000.7","3"
"","","","","","","","","","","","","","","2024-07-04T19:00","28.0","84","11.6","18.7","1000.1","51"
"","","","","","","","","","","","","","","2024-07-04T20:00","26.4","94","8.5","20.5","1000.0","63"
"","","","","","","","","","","","","","","2024-07-04T21:00","26.4","93","5.0","15.1","999.4","61"
"","","","","","","","","","","","","","","2024-07-04T22:00","26.1","95","5.2","9.4","999.4","63"
"","","","","","","","","","","","","","","2024-07-04T23:00","26.0","97","6.6","11.2","999.3","53"
"","","","","","","","","","","","","","","2024-07-05T00:00","26.5","96","10.4","16.6","999.2","53"
"","","","","","","","","","","","","","","2024-07-05T01:00","27.3","95","11.8","19.8","999.1","53"
"","","","","","","","","","","","","","","2024-07-05T02:00","27.3","95","10.5","19.4","999.5","53"
"","","","","","","","","","","","","","","2024-07-05T03:00","28.1","89","13.0","23.4","1000.0","51"
"","","","","","","","","","","","","","","2024-07-05T04:00","28.6","86","13.0","25.2","1000.2","51"
"","","","","","","","","","","","","","","2024-07-05T05:00","28.7","85","10.4","25.2","1000.7","51"
"","","","","","","","","","","","","","","2024-07-05T06:00","29.7","81","12.0","25.2","1000.0","51"
"","","","","","","","","","","","","","","2024-07-05T07:00","30.0","79","13.2","25.2","999.3","51"
"","","","","","","","","","","","","","","2024-07-05T08:00","30.0","78","12.2","25.2","998.8","51"
"","","","","","","","","","","","","","","2024-07-05T09:00","30.4","76","13.0","24.1","997.9","51"
"","","","","","","","","","","","","","","2024-07-05T10:00","30.5","74","13.0","25.2","997.2","3"
"","","","","","","","","","","","","","","2024-07-05T11:00","30.6","74","14.8","26.3","996.5","3"
"","","","","","","","","","","","","","","2024-07-05T12:00","30.1","76","13.8","26.3","996.0","3"
"","","","","","","","","","","","","","","2024-07-05T13:00","27.7","92","12.4","23.4","996.3","51"
"","","","","","","","","","","","","","","2024-07-05T14:00","27.3","93","11.2","21.2","996.8","3"
"","","","","","","","","","","","","","","2024-07-05T15:00","27.0","95","10.1","18.0","997.4","3"
"","","","","","","","","","","","","","","2024-07-05T16:00","27.0","94","8.6","16.2","998.4","3"
"","","","","","","","","","","","","","","2024-07-05T17:00","26.8","95","7.9","13.3","999.1","3"
"","","","","","","","","","","","","","","2024-07-05T18:00","26.6","95","9.6","15.5","999.1","3"
"","","","","","","","","","","","","","","2024-07-05T19:00","26.6","94","10.6","17.3","998.6","3"
"","","","","","","","","","","","","","","2024-07-05T20:00","26.4","95","10.9","17.6","997.9","3"
"","","","","","","","","","","","","","","2024-07-05T21:00","26.5","95","11.0","18.4","997.1","3"
"","","","","","","","","","","","","","","2024-07-05T22:00","26.4","95","10.8","18.0","996.8","3"
"","","","","","","","","","","","","","","2024-07-05T23:00","26.3","95","10.6","17.6","996.7","3"
"","","","","","","","","","","","","","","2024-07-06T00:00","26.2","95","12.0","19.8","996.7","3"
"","","","","","","","","","","","","","","2024-07-06T01:00","27.0","92","12.0","19.4","996.7","3"
"","","","","","","","","","","","","","","2024-07-06T02:00","27.9","87","14.1","25.2","997.2","3"
"","","","","","","","","","","","","","","2024-07-06T03:00","28.9","82","19.1","33.1","997.3","3"
"","","","","","","","","","","","","","","2024-07-06T04:00","30.4","75","15.4","34.6","998.1","51"
"","","","","","","","","","","","","","","2024-07-06T05:00","30.8","73","12.1","28.1","998.5","51"
"","","","","","","","","","","","","","","2024-07-06T06:00","31.6","69","12.7","24.8","998.3","51"
"","","","","","","","","","","","","","","2024-07-06T07:00","32.7","65","12.7","27.0","997.5","3"
"","","","","","","","","","","","","","","2024-07-06T08:00","32.6","66","12.0","25.6","996.8","3"
"","","","","","","","","","","","","","","2024-07-06T09:00","32.8","64","14.1","24.8","996.2","3"
"","","","","","","","","","","","","","","2024-07-06T10:00","32.1","69","12.5","25.2","995.7","3"
"","","","","","","","","","","","","","","2024-07-06T11:00","32.0","70","12.5","24.1","995.3","3"
"","","","","","","","","","","","","","","2024-07-06T12:00","31.8","73","9.8","21.2","995.1","3"
"","","","","","","","","","","","","","","2024-07-06T13:00","31.2","75","9.9","19.1","995.6","3"
"","","","","","","","","","","","","","","2024-07-06T14:00","30.1","79","10.8","17.6","996.0","3"
"","","","","","","","","","","","","","","2024-07-06T15:00","29.6","82","11.8","19.1","996.5","51"
"","","","","","","","","","","","","","","2024-07-06T16:00","29.6","83","12.0","19.1","997.2","3"
"","","","","","","","","","","","","","","2024-07-06T17:00","29.4","81","13.4","22.0","998.0","51"
"","","","","","","","","","","","","","","2024-07-06T18:00","29.2","81","14.7","23.4","998.7","51"
"","","","","","","","","","","","","","","2024-07-06T19:00","28.9","81","16.1","26.3","998.6","51"
"","","","","","","","","","","","","","","2024-07-06T20:00","28.4","83","15.4","26.3","998.3","3"
"","","","","","","","","","","","","","","2024-07-06T21:00","28.0","84","14.0","25.2","997.9","3"
"","","","","","","","","","","","","","","2024-07-06T22:00","27.6","86","14.3","23.8","997.7","3"
"","","","","","","","","","","","","","","2024-07-06T23:00","27.1","88","13.0","23.8","997.9","3"
"","","","","","","","","","","","","","","2024-07-07T00:00","26.9","89","11.6","21.2","998.5","3"
"","","","","","","","","","","","","","","2024-07-07T01:00","27.2","89","11.9","20.5","998.7","3"
"","","","","","","","","","","","","","","2024-07-07T02:00","28.1","84","13.3","24.5","999.2","3"
"","","","","","","","","","","","","","","2024-07-07T03:00","29.1","78","16.1","29.2","1000.0","1"
"","","","","","","","","","","","","","","2024-07-07T04:00","30.0","74","16.9","31.0","1000.2","51"
"","","","","","","","","","","","","","","2024-07-07T05:00","31.1","68","17.7","33.1","1000.0","51"
"","","","","","","","","","","","","","","2024-07-07T06:00","31.6","66","16.8","33.1","999.8","3"
"","","","","","","","","","","","","","","2024-07-07T07:00","32.5","63","15.7","32.0","999.3","2"
"","","","","","","","","","","","","","","2024-07-07T08:00","33.2","60","14.1","30.2","999.2","2"
"","","","","","","","","","","","","","","2024-07-07T09:00","32.9","64","13.3","27.4","998.3","3"
"","","","","","","","","","","","","","","2024-07-07T10:00","33.0","63","12.7","25.9","997.7","3"
"","","","","","","","","","","","","","","2024-07-07T11:00","33.2","63","12.6","23.8","997.1","3"
"","","","","","","","","","","","","","","2024-07-07T12:00","32.5","66","14.3","25.2","996.9","3"
"","","","","","","","","","","","","","","2024-07-07T13:00","31.4","75","8.3","19.1","997.6","51"
"","","","","","","","","","","","","","","2024-07-07T14:00","30.3","85","4.0","13.7","998.0","3"
"","","","","","","","","","","","","","","2024-07-07T15:00","29.7","83","7.9","11.5","998.9","51"
"","","","","","","","","","","","","","","2024-07-07T16:00","29.6","85","9.2","16.2","999.7","51"
"","","","","","","","","","","","","","","2024-07-07T17:00","28.3","93","5.2","14.4","1000.8","53"
"","","","","","","","","","","","","","","2024-07-07T18:00","27.8","94","5.4","10.4","1000.7","55"
"","","","","","","","","","","","","","","2024-07-07T19:00","27.8","92","5.4","11.2","1000.6","51"
"","","","","","","","","","","","","","","2024-07-07T20:00","27.5","93","2.2","9.4","1000.4","51"
"","","","","","","","","","","","","","","2024-07-07T21:00","27.4","92","4.4","5.8","999.9","53"
"","","","","","","","","","","","","","","2024-07-07T22:00","27.0","95","5.7","10.1","1000.0","53"
"","","","","","","","","","","","","","","2024-07-07T23:00","26.6","95","6.0","11.5","999.9","51"
"","","","","","","","","","","","","","","2024-07-08T00:00","26.5","96","6.5","10.8","1000.5","51"
"","","","","","","","","","","","","","","2024-07-08T01:00","26.7","92","8.4","16.9","1000.6","51"
"","","","","","","","","","","","","","","2024-07-08T02:00","26.8","91","5.9","15.1","1001.1","51"
"","","","","","","","","","","","","","","2024-07-08T03:00","27.8","87","2.2","12.6","1001.5","51"
"","","","","","","","","","","","","","","2024-07-08T04:00","28.6","84","2.6","10.1","1001.8","51"
"","","","","","","","","","","","","","","2024-07-08T05:00","29.2","81","3.3","11.5","1001.8","51"
"","","","","","","","","","","","","","","2024-07-08T06:00","30.1","76","1.8","11.9","1001.5","51"
"","","","","","","","","","","","","","","2024-07-08T07:00","31.2","71","1.0","11.2","1001.0","3"
"","","","","","","","","","","","","","","2024-07-08T08:00","32.2","66","3.0","13.0","1000.1","3"
"","","","","","","","","","","","","","","2024-07-08T09:00","32.7","63","4.5","14.0","999.2","3"
"","","","","","","","","","","","","","","2024-07-08T10:00","33.1","61","5.4","14.8","998.7","3"
"","","","","","","","","","","","","","","2024-07-08T11:00","33.2","60","6.9","15.5","998.4","51"
"","","","","","","","","","","","","","","2024-07-08T12:00","32.8","62","7.3","15.5","998.2","3"
"","","","","","","","","","","","","","","2024-07-08T13:00","31.6","70","3.5","7.2","998.6","3"
"","","","","","","","","","","","","","","2024-07-08T14:00","30.8","75","6.5","9.7","999.0","3"
"","","","","","","","","","","","","","","2024-07-08T15:00","30.2","79","9.7","15.5","999.8","3"
"","","","","","","","","","","","","","","2024-07-08T16:00","29.3","83","11.0","18.0","1000.6","3"
"","","","","","","","","","","","","","","2024-07-08T17:00","29.0","85","10.5","18.0","1000.9","3"
"","","","","","","","","","","","","","","2024-07-08T18:00","28.7","87","11.2","18.0","1001.0","3"
"","","","","","","","","","","","","","","2024-07-08T19:00","28.3","89","11.3","18.4","1000.8","3"
"","","","","","","","","","","","","","","2024-07-08T20:00","28.1","90","10.5","18.0","1000.4","3"
"","","","","","","","","","","","","","","2024-07-08T21:00","27.9","91","8.9","16.9","1000.2","3"
"","","","","","","","","","","","","","","2024-07-08T22:00","27.5","93","4.6","14.0","1000.6","3"
"","","","","","","","","","","","","","","2024-07-08T23:00","27.5","89","2.6","9.0","1000.7","53"
"","","","","","","","","","","","","","","2024-07-09T00:00","27.2","93","4.4","8.6","1000.9","51"
"","","","","","","","","","","","","","","2024-07-09T01:00","28.1","90","2.2","5.8","1001.4","53"
"","","","","","","","","","","","","","","2024-07-09T02:00","28.1","86","1.8","9.0","1002.4","61"
"","","","","","","","","","","","","","","2024-07-09T03:00","27.8","88","6.8","13.3","1002.2","63"
"","","","","","","","","","","","","","","2024-07-09T04:00","28.4","84","2.3","16.6","1002.6","51"
"","","","","","","","","","","","","","","2024-07-09T05:00","29.8","78","8.2","18.0","1002.8","51"
"","","","","","","","","","","","","","","2024-07-09T06:00","31.3","74","3.4","20.2","1002.7","51"
"","","","","","","","","","","","","","","2024-07-09T07:00","31.9","73","0.8","13.7","1002.1","51"
"","","","","","","","","","","","","","","2024-07-09T08:00","32.1","73","1.5","13.3","1001.0","51"
"","","","","","","","","","","","","","","2024-07-09T09:00","32.6","70","3.1","14.4","1000.0","51"
"","","","","","","","","","","","","","","2024-07-09T10:00","32.3","71","2.4","14.8","999.5","51"
"","","","","","","","","","","","","","","2024-07-09T11:00","30.3","78","9.7","18.4","999.4","63"
"","","","","","","","","","","","","","","2024-07-09T12:00","29.9","82","8.4","21.2","999.4","51"
"","","","","","","","","","","","","","","2024-07-09T13:00","30.4","80","4.6","18.4","999.9","3"
"","","","","","","","","","","","","","","2024-07-09T14:00","29.3","85","8.0","13.7","1000.6","3"
"","","","","","","","","","","","","","","2024-07-09T15:00","28.3","88","12.9","19.4","1001.7","51"
"","","","","","","","","","","","","","","2024-07-09T16:00","27.4","87","9.7","25.9","1003.3","53"
"","","","","","","","","","","","","","","2024-07-09T17:00","27.1","89","9.2","17.3","1003.8","51"
"","","","","","","","","","","","","","","2024-07-09T18:00","26.9","90","6.1","14.8","1003.2","3"
"","","","","","","","","","","","","","","2024-07-09T19:00","26.7","91","0.7","10.4","1003.3","2"
"","","","","","","","","","","","","","","2024-07-09T20:00","26.5","94","6.7","10.1","1002.6","1"
"","","","","","","","","","","","","","","2024-07-09T21:00","26.3","97","7.1","13.7","1002.2","1"
"","","","","","","","","","","","","","","2024-07-09T22:00","26.2","97","5.9","11.5","1002.0","1"
"","","","","","","","","","","","","","","2024-07-09T23:00","26.0","98","4.3","9.7","1002.3","3"
"","","","","","","","","","","","","","","2024-07-10T00:00","25.9","98","3.9","7.2","1002.8","1"
"","","","","","","","","","","","","","","2024-07-10T01:00","26.2","94","6.0","10.8","1003.5","1"
"","","","","","","","","","","","","","","2024-07-10T02:00","27.2","89","7.8","15.1","1004.1","1"
"","","","","","","","","","","","","","","2024-07-10T03:00","28.4","83","11.2","21.2","1004.4","2"
"","","","","","","","","","","","","","","2024-07-10T04:00","29.4","77","13.3","25.6","1004.9","51"
"","","","","","","","","","","","","","","2024-07-10T05:00","30.5","72","13.0","26.3","1004.8","3"
"","","","","","","","","","","","","","","2024-07-10T06:00","31.4","68","13.7","27.0","1004.3","3"
"","","","","","","","","","","","","","","2024-07-10T07:00","31.7","67","14.4","27.7","1003.9","2"
"","","","","","","","","","","","","","","2024-07-10T08:00","32.5","63","14.2","28.1","1003.2","3"
"","","","","","","","","","","","","","","2024-07-10T09:00","32.5","63","14.1","27.7","1002.2","2"
"","","","","","","","","","","","","","","2024-07-10T10:00","32.6","63","14.7","27.7","1001.6","3"
"","","","","","","","","","","","","","","2024-07-10T11:00","32.6","63","13.1","27.4","1001.1","3"
"","","","","","","","","","","","","","","2024-07-10T12:00","32.3","64","15.6","26.3","1001.6","3"
"","","","","","","","","","","","","","","2024-07-10T13:00","30.3","75","15.8","28.4","1002.3","3"
"","","","","","","","","","","","","","","2024-07-10T14:00","29.2","79","14.8","27.0","1003.5","3"
"","","","","","","","","","","","","","","2024-07-10T15:00","28.5","82","16.6","27.4","1003.8","3"
"","","","","","","","","","","","","","","2024-07-10T16:00","27.9","85","14.9","28.1","1004.3","3"
"","","","","","","","","","","","","","","2024-07-10T17:00","27.9","85","13.0","24.8","1004.5","3"
"","","","","","","","","","","","","","","2024-07-10T18:00","27.7","87","13.8","23.0","1004.7","3"
"","","","","","","","","","","","","","","2024-07-10T19:00","27.5","87","13.3","23.4","1004.2","3"
"","","","","","","","","","","","","","","2024-07-10T20:00","27.3","88","10.8","21.6","1003.6","3"
"","","","","","","","","","","","","","","2024-07-10T21:00","27.3","88","9.5","17.3","1003.2","3"
"","","","","","","","","","","","","","","2024-07-10T22:00","27.1","89","9.3","15.5","1003.1","3"
"","","","","","","","","","","","","","","2024-07-10T23:00","27.2","89","9.2","15.1","1003.1","3"
"","","","","","","","","","","","","","","2024-07-11T00:00","27.1","89","9.0","15.1","1003.6","3"
"","","","","","","","","","","","","","","2024-07-11T01:00","27.5","87","12.6","20.2","1003.8","51"
"","","","","","","","","","","","","","","2024-07-11T02:00","27.9","85","12.1","22.3","1004.0","51"
"","","","","","","","","","","","","","","2024-07-11T03:00","28.7","81","13.8","25.2","1004.0","3"
"","","","","","","","","","","","","","","2024-07-11T04:00","29.9","75","12.7","26.3","1004.5","51"
"","","","","","","","","","","","","","","2024-07-11T05:00","30.3","73","12.4","24.8","1004.3","51"
"","","","","","","","","","","","","","","2024-07-11T06:00","31.1","70","11.8","25.2","1003.7","51"
"","","","","","","","","","","","","","","2024-07-11T07:00","31.5","70","9.7","24.1","1002.7","51"
"","","","","","","","","","","","","","","2024-07-11T08:00","32.1","67","7.6","21.2","1001.4","53"
"","","","","","","","","","","","","","","2024-07-11T09:00","32.8","66","8.0","19.4","1000.2","51"
"","","","","","","","","","","","","","","2024-07-11T10:00","32.1","68","13.4","25.6","999.8","53"
"","","","","","","","","","","","","","","2024-07-11T11:00","27.9","91","10.8","32.0","1000.1","63"
"","","","","","","","","","","","","","","2024-07-11T12:00","27.9","90","14.0","27.0","999.9","63"
"","","","","","","","","","","","","","","2024-07-11T13:00","30.4","73","13.4","25.6","999.8","2"
"","","","","","","","","","","","","","","2024-07-11T14:00","29.5","77","10.1","22.3","1000.4","1"
"","","","","","","","","","","","","","","2024-07-11T15:00","28.9","80","11.1","18.0","1000.6","2"
"","","","","","","","","","","","","","","2024-07-11T16:00","28.5","81","12.1","19.8","1001.2","3"
"","","","","","","","","","","","","","","2024-07-11T17:00","28.3","82","13.0","21.2","1001.8","3"
"","","","","","","","","","","","","","","2024-07-11T18:00","28.0","82","13.6","22.0","1001.8","3"
"","","","","","","","","","","","","","","2024-07-11T19:00","28.0","82","13.0","22.3","1001.3","3"
"","","","","","","","","","","","","","","2024-07-11T20:00","27.9","83","12.3","21.6","1000.8","3"
"","","","","","","","","","","","","","","2024-07-11T21:00","27.7","85","11.4","20.2","1000.3","3"
"","","","","","","","","","","","","","","2024-07-11T22:00","27.6","86","11.4","18.7","1000.1","3"
"","","","","","","","","","","","","","","2024-07-11T23:00","27.6","84","12.3","20.2","999.8","3"
"","","","","","","","","","","","","","","2024-07-12T00:00","27.6","84","12.1","20.5","1000.1","3"
"","","","","","","","","","","","","","","2024-07-12T01:00","27.5","86","11.6","19.8","1000.9","3"
"","","","","","","","","","","","","","","2024-07-12T02:00","27.9","83","14.8","26.6","1001.1","3"
"","","","","","","","","","","","","","","2024-07-12T03:00","28.3","81","16.1","29.5","1001.3","51"
"","","","","","","","","","","","","","","2024-07-12T04:00","29.3","81","15.0","29.5","1001.3","51"
"","","","","","","","","","","","","","","2024-07-12T05:00","30.8","74","15.6","33.1","1001.1","3"
"","","","","","","","","","","","","","","2024-07-12T06:00","30.7","73","14.8","32.4","1000.4","51"
"","","","","","","","","","","","","","","2024-07-12T07:00","31.4","69","18.1","36.0","999.7","51"
"","","","","","","","","","","","","","","2024-07-12T08:00","31.1","74","14.7","38.2","999.5","53"
"","","","","","","","","","","","","","","2024-07-12T09:00","32.7","67","13.4","31.0","998.0","51"
"","","","","","","","","","","","","","","2024-07-12T10:00","29.6","82","16.6","38.2","997.8","53"
"","","","","","","","","","","","","","","2024-07-12T11:00","29.5","76","19.0","33.1","997.5","53"
"","","","","","","","","","","","","","","2024-07-12T12:00","28.9","83","17.4","33.1","997.7","51"
"","","","","","","","","","","","","","","2024-07-12T13:00","30.2","76","12.0","28.4","998.1","51"
"","","","","","","","","","","","","","","2024-07-12T14:00","29.1","81","11.5","20.2","998.7","51"
"","","","","","","","","","","","","","","2024-07-12T15:00","27.9","85","16.3","27.0","999.4","51"
"","","","","","","","","","","","","","","2024-07-12T16:00","26.8","89","13.0","27.0","1000.3","55"
"","","","","","","","","","","","","","","2024-07-12T17:00","26.5","90","12.6","22.0","1000.5","53"
"","","","","","","","","","","","","","","2024-07-12T18:00","26.0","94","13.7","22.3","1000.7","51"
"","","","","","","","","","","","","","","2024-07-12T19:00","25.7","96","12.1","22.7","1000.3","51"
